tournaments.RoundRobinTournament
AIs
	UECD-Best
	UECD-Rushed
	GridNet
	UECD-TopFeats
	UECD-AllFeats
	RandomBiasedAI
	LightRush
	WorkerRush
	NaiveMCTS
	CoacAI
	Mayari
	MixedBot
	Tiamat
	Droplet
	ObiBotKenobi
	StrategyTactics
	TMA
	RAISocketAI
	UtsImass
maps
	maps/open_competition/basesWorkers16x16A.xml	maxGameLength=4000
iterations	5
timeBudget	100
iterationsBudget	-1
pregameAnalysisBudget	3600000	3600000
preAnalysis	true
fullObservability	true
timeoutCheck	false
runGC	true
iteration	map	ai1	ai2	time	winner	crashed	timedout	ai1_time_ns	ai2_time_ns
0	0	15	14	830	1	-1	-1	64388824989	201637621
1	0	15	14	733	1	-1	-1	58389624089	161018113
2	0	15	14	765	1	-1	-1	55843162513	161531749
3	0	15	14	945	1	-1	-1	65396498021	229528860
4	0	15	14	726	1	-1	-1	61297894442	148559602
0	0	4	14	1520	1	-1	-1	13930959834	443147461
1	0	4	14	965	1	-1	-1	7800376983	230825252
2	0	4	14	1725	1	-1	-1	16982489453	370645129
3	0	4	14	1700	1	-1	-1	16452303658	396538198
4	0	4	14	1761	1	-1	-1	18449345256	403031510
0	0	18	4	1451	0	-1	-1	1904590714	12416028637
1	0	18	4	1451	0	-1	-1	1658799293	12416028637
2	0	18	4	1451	0	-1	-1	1955999121	12416028637
3	0	18	4	1451	0	-1	-1	1911251928	12416028637
4	0	18	4	1451	0	-1	-1	1975471569	12416028637
0	0	12	13	370	1	-1	-1	3532901831	4193910790
1	0	12	13	345	1	-1	-1	3220174962	4096179624
2	0	12	13	330	1	-1	-1	2917320210	3895475608
3	0	12	13	400	1	-1	-1	3712948589	5091647111
4	0	12	13	385	1	-1	-1	3714886082	4489344150
0	0	5	7	965	1	-1	-1	14696406	18015501
1	0	5	7	505	1	-1	-1	1346241	7585989
2	0	5	7	495	1	-1	-1	815154	4971873
3	0	5	7	435	1	-1	-1	642446	3798465
4	0	5	7	465	1	-1	-1	643143	4212113
0	0	3	14	1371	0	-1	-1	12739747698	287316521
1	0	3	14	1745	1	-1	-1	28248179797	382467692
2	0	3	14	1251	0	-1	-1	10676335069	245253551
3	0	3	14	1045	1	-1	-1	8645160070	241479870
4	0	3	14	1286	0	-1	-1	11084229819	213532756
0	0	0	11	808	0	-1	-1	10414022713	10582048189
1	0	0	11	605	0	-1	-1	5650231485	6924329525
2	0	0	11	635	0	-1	-1	6287011676	7025576387
3	0	0	11	585	0	-1	-1	5356018903	6116079844
4	0	0	11	785	0	-1	-1	9434426726	10707053929
0	0	12	1	385	1	-1	-1	3677717266	3811938010
1	0	12	1	356	1	-1	-1	3394745054	3031786991
2	0	12	1	356	1	-1	-1	3401600623	3031786991
3	0	12	1	375	1	-1	-1	3581531646	3452196060
4	0	12	1	361	1	-1	-1	3383627264	3095184556
0	0	6	13	385	1	-1	-1	18188564	4782234779
1	0	6	13	385	1	-1	-1	2869198	4795985358
2	0	6	13	785	1	-1	-1	14294334	10579996950
3	0	6	13	385	1	-1	-1	1588618	4792326539
4	0	6	13	855	1	-1	-1	5941652	11583367551
0	0	13	9	950	0	-1	-1	10191794156	104962401
1	0	13	9	1025	1	-1	-1	10275695046	106393634
2	0	13	9	895	1	-1	-1	9013863217	46708259
3	0	13	9	1055	1	-1	-1	12469332481	67193523
4	0	13	9	2655	1	-1	-1	27487740383	173884611
0	0	4	1	620	0	-1	-1	5388538248	4372183436
1	0	4	1	620	0	-1	-1	5388538248	4372183436
2	0	4	1	620	0	-1	-1	5388538248	4372183436
3	0	4	1	620	0	-1	-1	5388538248	4372183436
4	0	4	1	620	0	-1	-1	5388538248	4372183436
0	0	17	18	721	0	-1	-1	16034472725	1140110375
1	0	17	18	885	0	-1	-1	19106301234	1489940348
2	0	17	18	1400	0	-1	-1	30233902028	2190044178
3	0	17	18	840	1	-1	-1	17853975983	1403024854
4	0	17	18	1245	1	-1	-1	26584185482	2040175119
0	0	16	17	780	1	-1	-1	32936483	17251210104
1	0	16	17	612	1	-1	-1	14307632	13053629181
2	0	16	17	831	1	-1	-1	17457722	17698844746
3	0	16	17	625	1	-1	-1	9145995	13262940080
4	0	16	17	726	1	-1	-1	11760467	15416111313
0	0	8	18	840	1	-1	-1	51940836343	2189410570
1	0	8	18	758	1	-1	-1	46962969876	1883254786
2	0	8	18	775	1	-1	-1	49825417981	1913638340
3	0	8	18	825	1	-1	-1	50322995666	2095015875
4	0	8	18	715	1	-1	-1	46324525924	1694813051
0	0	18	7	670	1	-1	-1	1854542848	9479855
1	0	18	7	670	1	-1	-1	1760544553	8943065
2	0	18	7	670	1	-1	-1	1500948986	6083674
