tournaments.RoundRobinTournament
AIs
	UECD-Best
	UECD-Rushed
	GridNet
	UECD-TopFeats
	UECD-AllFeats
	RandomBiasedAI
	LightRush
	WorkerRush
	NaiveMCTS
	CoacAI
	Mayari
	MixedBot
	Tiamat
	Droplet
	ObiBotKenobi
	StrategyTactics
	TMA
	RAISocketAI
	UtsImass
maps
	maps/open_competition/basesWorkers16x16A.xml	maxGameLength=4000
iterations	5
timeBudget	100
iterationsBudget	-1
pregameAnalysisBudget	3600000	3600000
preAnalysis	true
fullObservability	true
timeoutCheck	false
runGC	true
iteration	map	ai1	ai2	time	winner	crashed	timedout	ai1_time_ns	ai2_time_ns
0	0	13	18	720	1	-1	-1	7195066073	822124446
1	0	13	18	1635	1	-1	-1	17510060560	1926146906
2	0	13	18	720	1	-1	-1	7188324800	793894692
3	0	13	18	890	0	-1	-1	10776194579	974615472
4	0	13	18	735	1	-1	-1	7677704218	873635224
0	0	18	13	975	0	-1	-1	1854335210	9876033448
1	0	18	13	670	1	-1	-1	902767998	7672340571
2	0	18	13	670	1	-1	-1	876269512	7688583681
3	0	18	13	985	0	-1	-1	1804906678	10064921917
4	0	18	13	670	1	-1	-1	864587162	7673509780
0	0	6	4	1221	1	-1	-1	25832587	11465276903
1	0	6	4	1221	1	-1	-1	15612638	11465276903
2	0	6	4	1221	1	-1	-1	7850123	11465276903
3	0	6	4	1221	1	-1	-1	5707010	11465276903
4	0	6	4	1221	1	-1	-1	8776821	11465276903
0	0	2	11	1431	0	-1	-1	2835264781	22933424325
1	0	2	11	525	0	-1	-1	527291451	4728111926
2	0	2	11	1226	0	-1	-1	1828428603	17422272284
3	0	2	11	670	0	-1	-1	730015901	7652520858
4	0	2	11	875	0	-1	-1	1039414468	9278068544
0	0	5	1	875	1	-1	-1	1393735	28421523177
1	0	5	1	305	1	-1	-1	125140	2897890139
2	0	5	1	345	1	-1	-1	161560	3402976738
3	0	5	1	332	1	-1	-1	131201	3211424645
4	0	5	1	365	1	-1	-1	129980	3984002020
0	0	10	9	906	1	-1	-1	131977179	85769407
1	0	10	9	906	1	-1	-1	95225990	73049806
2	0	10	9	906	1	-1	-1	71665780	49564903
3	0	10	9	906	1	-1	-1	64367058	45161494
4	0	10	9	906	1	-1	-1	62665961	42278935
0	0	0	6	882	0	-1	-1	7847666340	9587980
1	0	0	6	882	0	-1	-1	7847666340	3275562
2	0	0	6	882	0	-1	-1	7847666340	2848994
3	0	0	6	882	0	-1	-1	7847666340	2512142
4	0	0	6	882	0	-1	-1	7847666340	2446220
0	0	8	13	1665	0	-1	-1	165790477602	17006649078
1	0	8	13	1010	0	-1	-1	100643275918	10115887089
2	0	8	13	1530	0	-1	-1	152037980515	16012436603
3	0	8	13	1825	0	-1	-1	179278074751	22025366114
4	0	8	13	490	1	-1	-1	46538963448	5801608529
0	0	3	13	856	0	-1	-1	11375001933	8565002943
1	0	3	13	715	0	-1	-1	8961226666	6997061877
2	0	3	13	1177	0	-1	-1	17266914408	10007757844
3	0	3	13	1087	0	-1	-1	15202348267	11488315854
4	0	3	13	1181	0	-1	-1	17436228214	11995784487
0	0	9	7	525	1	-1	-1	42412524	7941951
1	0	9	7	525	1	-1	-1	35463059	6755589
2	0	9	7	525	1	-1	-1	15942365	4457781
3	0	9	7	525	1	-1	-1	13246330	3777509
4	0	9	7	525	1	-1	-1	12683828	3651550
0	0	2	6	886	0	-1	-1	786235478	8822266
1	0	2	6	886	0	-1	-1	786235478	3821281
2	0	2	6	886	0	-1	-1	786235478	3035086
3	0	2	6	886	0	-1	-1	786235478	2907058
4	0	2	6	886	0	-1	-1	786235478	2684562
0	0	14	10	1630	1	-1	-1	383610102	199168114
1	0	14	10	795	0	-1	-1	171612288	75849381
2	0	14	10	1020	0	-1	-1	197905144	234874798
3	0	14	10	1175	0	-1	-1	235449324	85250601
4	0	14	10	880	0	-1	-1	175460204	84908603
0	0	12	18	830	1	-1	-1	11486405807	1698441944
1	0	12	18	618	1	-1	-1	9116726199	1192613731
2	0	12	18	940	1	-1	-1	13350727872	1774819671
3	0	12	18	700	1	-1	-1	9794547839	1291383516
4	0	12	18	625	1	-1	-1	8632239176	1060642569
0	0	11	15	1268	0	-1	-1	38034020855	73502278222
1	0	11	15	983	0	-1	-1	27308453103	55701332330
2	0	11	15	1237	0	-1	-1	35683467559	59743746595
3	0	11	15	955	0	-1	-1	23109247416	53092765339
4	0	11	15	905	0	-1	-1	16385398657	63581913842
0	0	17	9	821	0	-1	-1	18334158369	47595880
1	0	17	9	1771	1	-1	-1	43558248499	138193726
