tournaments.RoundRobinTournament
AIs
	UECD-Best
	UECD-Rushed
	GridNet
	UECD-TopFeats
	UECD-AllFeats
	RandomBiasedAI
	POLightRush
	POWorkerRush
	NaiveMCTS
	CoacAI
	Mayari
	MixedBot
	Tiamat
	Droplet
	ObiBotKenobi
	StrategyTactics
	TMA
	RAISocketAI
	UtsImass
maps
	maps/open_competition/basesWorkers16x16A.xml	maxGameLength=4000
iterations	5
timeBudget	100
iterationsBudget	-1
pregameAnalysisBudget	3600000	3600000
preAnalysis	true
fullObservability	true
timeoutCheck	false
runGC	true
iteration	map	ai1	ai2	time	winner	crashed	timedout	ai1_time_ns	ai2_time_ns
0	0	13	10	912	1	-1	-1	9607247256	117393031
1	0	13	10	925	1	-1	-1	9199212442	107655942
2	0	13	10	1210	0	-1	-1	13660182606	93039537
3	0	13	10	865	0	-1	-1	9287868252	57522106
4	0	13	10	1695	1	-1	-1	19846368759	165759763
0	0	14	6	1152	1	-1	-1	342326142	19388312
1	0	14	6	1431	0	-1	-1	511786414	23661193
2	0	14	6	1434	0	-1	-1	457135735	17658968
3	0	14	6	956	0	-1	-1	273104057	8075145
4	0	14	6	941	0	-1	-1	261466336	7088472
0	0	9	2	700	0	-1	-1	108314127	1187799270
1	0	9	2	700	0	-1	-1	23703458	1187799270
2	0	9	2	700	0	-1	-1	20144592	1187799270
3	0	9	2	700	0	-1	-1	19374319	1187799270
4	0	9	2	700	0	-1	-1	18642327	1187799270
0	0	12	15	1385	0	-1	-1	45993955838	76529312654
1	0	12	15	972	0	-1	-1	27328286522	60205371057
2	0	12	15	1114	0	-1	-1	40579429005	55033834373
3	0	12	15	1545	0	-1	-1	57461613906	75828121368
4	0	12	15	1160	0	-1	-1	39371867519	67107876153
0	0	3	8	1315	0	-1	-1	81260386218	71223917537
1	0	3	8	1220	0	-1	-1	73738183044	75433087516
2	0	3	8	1392	0	-1	-1	86986572369	77046051698
3	0	3	8	2607	0	-1	-1	641578031975	136953252607
4	0	3	8	1485	0	-1	-1	99911566919	89454533566
