tournaments.RoundRobinTournament
AIs
	UECD-Best
	UECD-Rushed
	GridNet
	UECD-TopFeats
	UECD-AllFeats
	RandomBiasedAI
	POLightRush
	POWorkerRush
	NaiveMCTS
	CoacAI
	Mayari
	MixedBot
	Tiamat
	Droplet
	ObiBotKenobi
	StrategyTactics
	TMA
	RAISocketAI
	UtsImass
maps
	maps/open_competition/basesWorkers16x16A.xml	maxGameLength=4000
iterations	5
timeBudget	100
iterationsBudget	-1
pregameAnalysisBudget	3600000	3600000
preAnalysis	true
fullObservability	true
timeoutCheck	false
runGC	true
iteration	map	ai1	ai2	time	winner	crashed	timedout	ai1_time_ns	ai2_time_ns
0	0	13	8	1095	1	-1	-1	11421255252	106879532873
1	0	13	8	1145	1	-1	-1	14693611480	110148205973
2	0	13	8	4000	-1	-1	-1	48068005220	367453495074
3	0	13	8	2275	1	-1	-1	26545801051	215651166653
4	0	13	8	740	0	-1	-1	8681581308	68523624078
0	0	9	6	1204	0	-1	-1	140977155	11192116
1	0	9	6	1204	0	-1	-1	145010269	13850445
2	0	9	6	1204	0	-1	-1	55112159	6592083
3	0	9	6	1204	0	-1	-1	47523558	5721041
4	0	9	6	1204	0	-1	-1	45649953	5252634
0	0	2	5	565	0	-1	-1	3992876500	864813
1	0	2	5	856	0	-1	-1	10176372713	747293
2	0	2	5	755	0	-1	-1	5976963256	549730
3	0	2	5	675	0	-1	-1	4950294974	380920
4	0	2	5	791	0	-1	-1	6706285166	436931
0	0	1	0	1040	1	-1	-1	60589089753	43187426728
1	0	1	0	1040	1	-1	-1	60589089753	43187426728
2	0	1	0	1040	1	-1	-1	60589089753	43187426728
3	0	1	0	1040	1	-1	-1	60589089753	43187426728
4	0	1	0	1040	1	-1	-1	60589089753	43187426728
0	0	10	7	1115	0	-1	-1	152159200	12287088
1	0	10	7	910	0	-1	-1	127653410	11618232
2	0	10	7	1239	0	-1	-1	168999719	12166195
3	0	10	7	910	0	-1	-1	69007105	5290872
4	0	10	7	1040	0	-1	-1	84423459	5960805
0	0	8	12	1480	1	-1	-1	86595585440	50004463658
1	0	8	12	1406	1	-1	-1	85992899887	41375974436
2	0	8	12	2135	1	-1	-1	134349840488	73054357406
3	0	8	12	2032	1	-1	-1	142739089716	66839330019
4	0	8	12	3094	1	-1	-1	188419710730	100225376494
0	0	12	4	1078	1	-1	-1	18320497945	74776790345
1	0	12	4	921	1	-1	-1	12186009017	53093582207
2	0	12	4	1017	0	-1	-1	23341451234	62803750712
3	0	12	4	675	1	-1	-1	9358032250	34576066373
4	0	12	4	705	1	-1	-1	8108317027	36718647209
0	0	2	8	3709	-1	-1	-1	30134835391	128952271504
1	0	2	8	4000	-1	-1	-1	34712305253	124394352292
2	0	2	8	3899	-1	-1	-1	32277239394	101667348286
3	0	2	8	3819	-1	-1	-1	31314359397	86083844117
4	0	2	8	3935	-1	-1	-1	32834464465	102819999109
0	0	8	7	2209	0	-1	-1	212161387444	48815494
1	0	8	7	2750	1	-1	-1	265632927246	54853802
