tournaments.RoundRobinTournament
AIs
	multimap_small_200M_s1
	BestRL-350M
	RandomBiasedAI
	POLightRush
	POWorkerRush
	NaiveMCTS
	CoacAI
	Mayari
	MixedBot
	Tiamat
	Droplet
	ObiBotKenobi
	StrategyTactics
	TMA
	RAISocketAI
	UtsImass
maps
	maps/open_competition/basesWorkers8x8A.xml	maxGameLength=3000
	maps/open_competition/FourBasesWorkers8x8.xml	maxGameLength=3000
	maps/open_competition/NoWhereToRun9x8.xml	maxGameLength=4000
	maps/open_competition/basesWorkers16x16A.xml	maxGameLength=4000
	maps/open_competition/TwoBasesBarracks16x16.xml	maxGameLength=4000
iterations	5
timeBudget	100
iterationsBudget	-1
pregameAnalysisBudget	3600000	3600000
preAnalysis	true
fullObservability	true
timeoutCheck	false
runGC	true
iteration	map	ai1	ai2	time	winner	crashed	timedout	ai1_time_ns	ai2_time_ns
0	2	5	15	1091	0	-1	-1	16850633858	1684440939
1	2	5	15	1190	0	-1	-1	21445585217	1239025548
2	2	5	15	905	0	-1	-1	19118027938	962989340
3	2	5	15	1255	0	-1	-1	22333096484	1692684032
4	2	5	15	1410	0	-1	-1	27089678957	1260915991
0	0	4	14	286	1	-1	-1	5148439	3591236658
1	0	4	14	475	1	-1	-1	6717367	5903989171
2	0	4	14	425	1	-1	-1	3375328	5077696643
3	0	4	14	356	1	-1	-1	1905066	4047208042
4	0	4	14	545	1	-1	-1	4134985	6331203715
0	1	4	7	628	1	-1	-1	16216197	163669560
1	1	4	7	628	1	-1	-1	10290822	161693362
2	1	4	7	628	1	-1	-1	4632950	138242418
3	1	4	7	628	1	-1	-1	3947121	136593733
4	1	4	7	628	1	-1	-1	3612029	136412766
0	4	14	15	1068	1	-1	-1	24816678189	693535123
1	4	14	15	976	1	-1	-1	18974676055	653778934
2	4	14	15	745	1	-1	-1	8758107946	420723964
3	4	14	15	885	0	-1	-1	10315428892	492155387
4	4	14	15	836	1	-1	-1	9478732923	451517493
0	1	3	6	205	1	-1	-1	4092703	36949339
1	1	3	6	195	1	-1	-1	2555719	32173882
2	1	3	6	205	1	-1	-1	1129757	23596188
3	1	3	6	195	1	-1	-1	807163	19143606
4	1	3	6	205	1	-1	-1	822210	20026883
0	0	1	11	160	0	-1	-1	11971573682	1208537
1	0	1	11	160	0	-1	-1	11971573682	349451
2	0	1	11	160	0	-1	-1	11971573682	311760
3	0	1	11	160	0	-1	-1	11971573682	286002
4	0	1	11	160	0	-1	-1	11971573682	276092
0	4	13	14	692	1	-1	-1	482245273	14595272801
1	4	13	14	327	1	-1	-1	226626665	5834931659
2	4	13	14	306	1	-1	-1	145128245	3643212541
3	4	13	14	509	1	-1	-1	331703882	7138778089
4	4	13	14	525	1	-1	-1	240659645	6367303906
0	3	0	10	1445	0	-1	-1	131011293809	18223906045
1	3	0	10	1707	0	-1	-1	157381892407	20276697746
2	3	0	10	3250	1	-1	-1	741664088412	42737066086
3	3	0	10	1656	0	-1	-1	152037138981	19788656040
4	3	0	10	1845	0	-1	-1	198480918622	19694737549
0	3	11	15	612	0	-1	-1	48875141	289870530
1	3	11	15	465	0	-1	-1	38682996	220413220
2	3	11	15	676	0	-1	-1	56088986	292046611
3	3	11	15	515	0	-1	-1	45081958	193445234
4	3	11	15	680	0	-1	-1	41268555	263703523
0	3	10	1	735	1	-1	-1	7167736297	60701269085
1	3	10	1	835	1	-1	-1	8294885661	94374344056
2	3	10	1	795	1	-1	-1	7797017649	71912376213
3	3	10	1	765	1	-1	-1	7798176243	64965330775
4	3	10	1	695	1	-1	-1	6798009178	59721382477
0	2	4	14	722	1	-1	-1	15369922	14562759000
1	2	4	14	705	1	-1	-1	9997758	11456389549
2	2	4	14	752	1	-1	-1	6549000	8090207537
3	2	4	14	805	1	-1	-1	6760241	8250373124
4	2	4	14	701	1	-1	-1	4788868	6815575396
0	1	14	15	255	0	-1	-1	8621345246	229506436
1	1	14	15	228	0	-1	-1	4887574324	186684890
2	1	14	15	255	0	-1	-1	3673252691	209263610
3	1	14	15	256	0	-1	-1	3095789465	195000815
4	1	14	15	241	0	-1	-1	2758408620	189154936
0	4	14	5	475	0	-1	-1	10565091864	8167994667
1	4	14	5	620	0	-1	-1	12067467266	7768914231
2	4	14	5	736	0	-1	-1	10786467967	11471382836
3	4	14	5	465	0	-1	-1	5970224162	5081558388
4	4	14	5	505	0	-1	-1	6371317215	6872200392
0	1	9	6	3000	-1	-1	-1	30433619322	548549189
1	1	9	6	3000	-1	-1	-1	30366641947	527946724
2	1	9	6	3000	-1	-1	-1	30326106034	328132729
3	1	9	6	3000	-1	-1	-1	30424631140	299598215
4	1	9	6	3000	-1	-1	-1	30375662527	282800557
0	3	7	0	1275	1	-1	-1	147615457	347470881799
1	3	7	0	2021	0	-1	-1	169268086	674074634614
2	3	7	0	865	1	-1	-1	39623806	214264148964
3	3	7	0	1856	0	-1	-1	153594071	598353916178
4	3	7	0	990	1	-1	-1	53836322	246805050116
0	1	11	15	185	1	-1	-1	5030565	142586008
1	1	11	15	167	1	-1	-1	2908357	120719003
2	1	11	15	145	1	-1	-1	1865594	108676513
3	1	11	15	3000	-1	-1	-1	55407486	1698384673
4	1	11	15	125	1	-1	-1	2050738	83105835
0	2	14	12	1075	0	-1	-1	25418468077	42426530273
1	2	14	12	1056	0	-1	-1	11931953829	44603140377
2	2	14	12	895	0	-1	-1	9305144122	43097307390
3	2	14	12	803	0	-1	-1	8346625969	42359711514
4	2	14	12	905	0	-1	-1	9501552234	44280623666
0	1	3	10	135	1	-1	-1	3296479	2289921507
1	1	3	10	135	1	-1	-1	1880764	2297743869
2	1	3	10	135	1	-1	-1	872879	2197473367
3	1	3	10	135	1	-1	-1	732739	2297263219
4	1	3	10	135	1	-1	-1	658280	2297195722
0	4	4	7	476	1	-1	-1	11712783	64410409
1	4	4	7	476	1	-1	-1	6786215	58868192
2	4	4	7	476	1	-1	-1	2400454	38512592
